Language,English,German,Spanish,Russian
STR_SYS_MTBONUS_NOMIN,No min. pointsKeine Min.-Punkte,No hay puntos mínimos,Мин. очки отсутствуют

STR_SYS_611,Your equipment is recorded and will be given out next time,Ihre Ausrüstung wird aufgezeichnet und beim nächsten Mal ausgehändigt,Su equipo queda registrado y se entregará la próxima vez,Ваше снаряжение записано и будет выдано в следующий раз
STR_SYS_612,You've got the equipment recorded the last time,"Sie haben die Ausrüstung, erfasst der letzten Zeit",Se le dio el equipo de la Última vez,Вам выдано снаряжение с прошлого раза
STR_SYS_613,Your recorded equipment wiped,Ihr Aufnahme-equipment gewischt,Su registro de equipo borrado,Ваша запись снаряжения стёрта
STR_SYS_614,A record of the equipment not found,Eine Aufzeichnung der Ausstattung nicht gefunden,No se encontró registro de equipo,Запись о снаряжении не найдена
STR_SYS_615,!!!!! ATTENTION !!!!! Incoming Missile !!!!!,!!!!! AUFMERKSAMKEIT !!!!! Eingehende Rakete !!!!!,!!! ¡Peligro !!! ¡Amenaza de un misil!!!,!!! Опасность !!! Угроза попадания ракеты !!!
STR_SYS_616,Height,Höhe,Altura,Высота
STR_SYS_618,Viewdistance restore to %1 m.,Viewdistance Durchmesser restauriert wurde: %1 m.,Diámetro del área de visión restaurada: %1 m.,Диаметр зоны обзора восстановлен: %1 м.

STR_SYS_620,"Here it is - lying on the shore! If I collect it in 2 minutes, the waves will not carry it away!","Hier ist es - am Ufer liegen! Wenn ich es in 2 Minuten sammle, werden die Wellen es nicht wegtragen!","¡Ahí está, en la orilla! Si recojo en 2 minutos, ¡las olas no se llevarán!","Да вот же оно, выбросило на берег! Если соберу за 2 минуты, то волны не унесут!"
STR_SYS_620_0,"How hard it is to swim... I'll drop my gun! Otherwise...","Wie schwer es ist, zu schwimmen... Ich werde meine Waffe fallen lassen! Ansonsten...","Qué difícil es nadar... ¡Soltaré mi arma! Si no...","Как тяжело плыть... Сброшу-ка оружие! Иначе..."
STR_SYS_620_1,You drowned your weapons foreve-e-e-er,Du hast deine Waffen für immer ertränkt,Ahogaste tus armas para siempre-e-e-e,Утопил я оружие своё-о-о... безвозвратно-о-о!
STR_SYS_620_2,"I just need to get out on a gentle Bank, so I'll find it faster...","Ich muss nur auf eine sanfte Bank gehen, damit ich es schneller finde...","Solo tienes que salir a la suave orilla, es más fácil buscar...","Надо только выбраться на пологий берег, проще искать..."
STR_SYS_620_3,depth %1 m.,tiefe %1 m.,Prof. 1 m.,гл. %1 м.

STR_SYS_630,The waters of the oceans closed over the shamefully lost %1 (%2 m.). Someone has to be shot for this!,Das Wasser der Ozeane schloss sich über dem schändlich verlorenen %1 ( %2 m.). Dafür muss jemand erschossen werden!,Las aguas de los océanos del mundo se cerraron sobre el vergonzosamente perdido %1 ( %2 m). ¡Alguien tiene que ser fusilado por esto!,Воды мирового океана сомкнулись над постыдно утерянным %1 ( %2 м.). Кого-то предстоит за это расстрелять!
STR_SYS_630_1,"The lost ""%1"" can still be restored if it is delivered to the appropriate service!","Das verlorene ""%1"" kann noch wiederhergestellt werden, wenn es an den entsprechenden service geliefert wird!","¡El ""%1"" perdido aún se puede salvar si se entrega al Servicio de renacimiento!","Утерянный ""%1"" можно ещё спасти, если доставить на сервис возрождения!"
STR_SYS_630_2,%1 disappeared! %2,%1 ist verschwunden! %2,%1 ha desaparecido! %2,%1 исчез! %2

STR_SYS_630_2_NUM,4,4,4,4
STR_SYS_630_2_0,There are strong undercurrents here,Hier sind starke Unterströmungen,Aquí hay fuertes corrientes submarinas,Здесь сильные подводные течения
STR_SYS_630_2_1,A giant Kraken was spotted nearby,Ein riesiger Kraken ist in der Nähe zu sehen,Cerca se ve un Kraken gigante,Неподалёку замечен гигантский кракен
STR_SYS_630_2_2,An unknown submarine was observed in the area of the fall,Im Herbst wurde ein unbekanntes U-Boot beobachtet,Se observó un submarino desconocido en el área de la caída,В районе падения наблюдалась неизвестная подводная лодка
STR_SYS_630_2_3,A giant swell is recorded there from space,Dort wird eine riesige Dünung aus dem Weltraum aufgezeichnet,Desde el espacio se registra un oleaje gigante,Из космоса там зафиксирована гигантская зыбь

STR_SYS_650,The siege of the city destroyed buildings %1. The islanders are concerned!,Während der Belagerung der Stadt zerstörte Gebäude: %1. Die Inselbewohner sind besorgt!,Edificios destruidos durante el asedio de la ciudad: %1. ¡Los isleños están preocupados!,При осаде города разрушено зданий: %1. Островитяне обеспокоены!
STR_SYS_650_0,Not a single building was destroyed in the siege of the city. The islanders thank you!,Während der Belagerung der Stadt wurde kein einziges Gebäude zerstört. Die Inselbewohner danken Ihnen!,No se destruyó ni un solo edificio durante el asedio a la ciudad. Los isleños se lo agradecen.,Ни одного здания при осаде города не было разрушено. Островитяне благодарят Вас!
STR_SYS_650_1,Few buildings (%1) were destroyed during the liberation of the city. The islanders are grateful to you for your concern for the population!,Bei der Befreiung der Stadt wurden nur wenige Gebäude zerstört (%1). Die Inselbewohner sind Ihnen dankbar für Ihre Sorge um die Bevölkerung!,Pocos edificios fueron destruidos durante la liberación de la ciudad (%1). Los isleños le agradecen su preocupación por la población.,При освобождении города было разрушено мало зданий (%1). Островитяне благодарны Вам за вашу заботу о населении!
STR_SYS_650_2,"In the future, penalty points may be given for destroyed buildings!",In Zukunft können für zerstörte Gebäude Strafpunkte vergeben werden!,"¡En el futuro, los puntos de penalización pueden ser otorgados por los edificios destruidos!",А ведь за разрушенные здания могут начисляться штрафные  очки!

STR_SYS_1000,Brigadier-General,Generalmajor,General de división,Генерал-майор
STR_SYS_1001,Lieutenant-General,Generalleutnant,Teniente general,Генерал-лейтенант
STR_SYS_1002,Colonel-General,Der general-Oberst,Coronel,Генерал-полковник
STR_SYS_1003,General-of-the-Army,Der general der Armee,General de ejército,Генерал армии
STR_SYS_1004,Marshal,Feldmarschall,Mariscal,Маршал
STR_SYS_1005,Generalissimo,Generalissimus,Generalísimo,Генералиссимус

STR_SYS_1100,%1 has been cleared!!!,%1 wurde gelöscht!!!,La localidad de %1 ha sido liberada!!!,Н.п. %1 освобождён!!!
STR_SYS_1100_1,Last settlement %1 has been cleared!!!,Letzte Siedlung %1 geräumt hat!!!,"¡El último de los asentamientos capturados, %1, liberado!!!","Последний из захваченных н.п., %1, освобождён!!!"

STR_SYS_1101,Waiting for new orders...,Warten auf neue Aufträge...,Espere más órdenes...,Ожидайте дальнейших распоряжений...
STR_SYS_1101_1,The enemy has finally fled. You just have to clean up the last occupied city!,"Der Feind ist endlich geflohen. Sie müssen nur Aufräumen, die Letzte besetzte Stadt!",El enemigo sale de la isla. ¡Solo tienes que limpiar la Última ciudad ocupada!,Враг покидает остров. Вам остаётся только зачистить последний оккупированный город!

STR_SYS_1102,For the liberation of the settlement %1you gets %2%3!,Für die Befreiung der Siedlung %1bekommt Ihre Gruppe %2%3!,"¡Para liberar la ciudad %1tu grupo obtiene %2%3!",За освобождение города %1Вы получаете %2%3!
STR_SYS_1102_0,"For the liberation of a settlement the team receives (+%1). You did not participate in the liberation of the city!","Für die Befreiung einer Siedlung erhält das Team (+%1). Du hast dich nicht an der Befreiung der Stadt beteiligt!","Por la liberación de un asentamiento el equipo recibe (+%1). ¡No has participado en la liberación de la ciudad!","За освобождение населённого пункта команда получает (+%1). Вы в освобождении города вплотную не участвовали!"
STR_SYS_1102_1,"points (+%1%2) and ","Punkte (+%1%2) und ","puntos (+%1%2) y ","очки (+%1%2) и "
STR_SYS_1102_3,"and repelling a counterattack ","und Konterangriff ","y contraatacar ","и отбитие контратаки "
STR_SYS_1102_4,"You have liberated the last city! The islanders are grateful. And the homeland won't forget!","Du hast die letzte Stadt befreit! Die Inselbewohner sind dankbar. Und die Heimat wird es nicht vergessen!","¡Has liberado la última ciudad! Los isleños están agradecidos. Y la patria no lo olvidará","Вы освободили последний город! Островитяне благодарны. А Родина - не забудет!"
